ExternalReference,climatezone,dac,age,gender,income,education,race,ideology,born_us,employment,home_type,household_numpeople,home_own,home_area,home_age,charging_work,rangeanxiety,vehicle_next_used,vehicle_num,primary_heating_type,primary_cooling_type,hotwater_energy,hotwater_nextelec,heatpump_direct,therm_summer,therm_winter,ac_unit_number,kitchen_range_type,induction_direct,heating_cost_burden,elec_savemoney,elec_health,elec_safety,upfrontpayback,lowincome_sup,outage_impact,outage_generatorown,outage_generatorplan,elec_avail,hvac_avail,ccinsure_lost,solstor_wtp_dv,ev_wtp_pc,heatpump_wtp_pc,induction_dv,PV,PS,EV,HP,IC,yale_worried,cclive,ccpastmove,ccfuturemove,homevac,ccmove_where,charging_access,charging_5mile_r,charging_5mile_f,previous_heating_type,electrification,peer_EV,peer_IC,peer_HP,peer_PV,cost_combo_winter_final,cost_combo_summer_final,vehicle_comb_miles,ccinsure_both,pid_composite,future_EV_0,future_EV_low,future_EV_high,future_PV,future_PS_0,future_PS_low,future_PS_high,future_HP_0,future_HP_low,future_HP_high,future_IC_0,future_IC_low,future_IC_high,wt_ca,tractid
AKRVN,13,1,40,Female,65000,HS,White,4,1,0,SF,4,1,1250,Older,0,450,0,3,Gas,Central,Not know,0,0,6,3,NA,Gas,0,1,1,3,2,0,1,1,0,2,4,3,0,NA,20000,20000,NA,0,0,0,0,0,2,1,1,1,1,0,potential,1,0,Gas,No_prefer,none,none,none,peer,150,250,7500,1,2,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.537612817527636,06019008000
QGMOE,8,0,50,Female,225000,graduate,Hispanic,7,1,1,SF,2,1,2250,BrandNew,0,NA,1,2,Gas,Central,Gas,0,1,6,3,NA,Gas,0,4,2,3,2,0,0,1,0,3,4,4,0,NA,20000,10000,NA,1,0,0,0,0,4,2,1,1,1,0,potential,1,0,Gas,No_prefer,neighbor,peer,none,neighbor,300,150,25000,1,1,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.535068900456406,06059052424
DTNOZ,6,0,30,Male,187500,college,White,3,1,1,SF,2,0,1750,Older,1,150,0,2,Not know,None,Gas,NA,NA,7,1,NA,Gas,NA,5,3,3,2,0,0,1,0,1,4,4,0,NA,4000,NA,NA,0,0,0,0,0,1,1,1,1,1,1,potential,1,1,Not know,Half_elec,peer,peer,none,peer,75,75,15000,1,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.12368584406075,06037574300
ELEOX,9,1,40,Female,137500,some college,White,7,1,0,SF,2,0,750,Older,0,NA,0,2,Gas,Central,Gas,NA,NA,6,4,NA,Gas,NA,3,3,2,2,0,0,2,0,2,2,2,0,NA,20000,NA,NA,0,0,0,0,0,4,3,1,4,1,1,none,1,0,Gas,Half_elec,none,peer,none,none,325,250,15000,1,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.64727932835325,06037310501
LLEFN,7,0,70,Female,112500,college,White,6,1,0,SF,2,1,1250,Older,0,250,0,4,Gas,None,Gas,1,0,7,3,NA,Gas,0,5,4,3,2,1,0,2,1,1,4,4,0,3000,0,NA,NA,1,0,1,0,0,4,4,2,1,1,0,own,1,1,Gas,Half_elec,peer,peer,peer,peer,NA,NA,15000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.395441211885638,06073017810
YAVMK,6,0,80,Male,187500,college,White,2,1,0,SF,1,1,4250,BrandNew,0,NA,0,1,Gas,None,Gas,0,1,7,3,NA,Gas,0,3,1,3,2,1,0,2,0,3,4,4,0,NA,20000,20000,NA,0,0,0,0,0,1,1,1,1,1,0,none,1,0,Gas,Full_fossil,peer,none,none,peer,NA,NA,11250,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498720370046562,06059099238
PLBGC,5,0,70,Female,112500,some college,Hispanic,2,1,1,SF,2,1,2250,Older,0,450,1,2,Gas,None,Gas,0,0,3,3,NA,Gas,0,4,2,3,2,0,0,2,0,2,4,4,0,35000,20000,NA,NA,0,0,0,0,0,3,4,1,1,1,0,none,0,1,Gas,Half_elec,peer,peer,none,peer,112.5,37.5,35000,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18828000484093,06083002013
VYJDL,10,0,70,Female,162500,graduate,White,7,1,0,SF,2,1,1750,Older,0,250,0,2,Gas,Central,Gas,0,1,5,5,NA,Gas,1,5,2,4,3,1,0,2,0,2,3,3,0,NA,4000,2000,NA,0,0,0,0,0,4,4,1,2,1,1,potential,0,0,Gas,Full_elec,neighbor,peer,neighbor,peer,150,150,10000,1,1,0,1,1,0,0,0,0,0,1,1,NA,NA,NA,0.408151777513847,06071008202
PKLBM,11,1,80,Male,95000,college,White,5,1,0,SF,2,1,3750,Newer,0,150,1,2,Elec,Room,Other,0,0,7,3,NA,Elec,0,3,3,3,2,0,0,3,1,1,3,4,1,10000,15000,NA,NA,1,1,1,0,1,2,2,1,1,3,0,own,1,1,Elec,Half_elec,neighbor,peer,peer,neighbor,350,350,32500,1,4,1,1,1,1,1,1,1,0,0,0,1,1,1,0.17467257252533,06007002200
AQWMM,11,1,40,Male,112500,college,White,4,1,1,SF,3,1,1750,Newer,0,350,1,3,Other,Central,Other,0,1,5,2,NA,Other,0,1,1,3,2,0,0,3,0,3,2,2,0,20000,15000,NA,NA,0,0,0,0,0,3,4,1,3,1,1,own,1,0,Other,Full_fossil,peer,none,none,neighbor,NA,NA,20000,1,2,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.349923579579791,06021010402
PZESA,10,0,70,Male,225000,graduate,Hispanic,6,1,0,SF,2,1,3750,Newer,0,250,1,2,Gas,Central,Gas,1,1,5,3,NA,Gas,1,5,3,4,3,1,0,2,0,2,3,3,0,0,0,NA,NA,1,1,1,0,0,4,3,1,3,1,0,own,1,1,Gas,Full_elec,peer,peer,none,peer,162.5,12.5,20000,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.671471350717526,06065041806
HIXVG,13,0,70,Male,162500,graduate,White,2,1,0,SF,2,1,1750,BrandNew,0,150,1,1,Gas,Central,Gas,0,1,4,5,NA,Elec,1,2,2,3,2,1,0,1,0,2,4,4,0,NA,15000,4000,NA,1,0,0,0,1,1,1,1,1,1,0,potential,0,0,Gas,Full_elec,none,peer,none,peer,NA,NA,1250,1,7,0,0,0,1,0,0,0,0,1,1,1,1,1,0.348478169062412,06029002823
LPUGF,13,0,40,Male,137500,graduate,Hispanic,4,0,1,SF,2,0,3750,BrandNew,0,250,1,2,Elec,Central,Gas,NA,NA,3,3,NA,Gas,NA,3,5,4,2,0,0,1,0,2,3,3,0,NA,10000,NA,NA,1,0,0,0,0,4,4,1,3,2,0,own,1,0,Elec,Full_elec,peer,peer,peer,neighbor,NA,NA,17500,1,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1.08564469314934,06029002820
YALGZ,9,1,30,Male,65000,graduate,Hispanic,5,0,0,SF,8,1,1250,Older,1,150,0,4,Gas,Central,Gas,1,1,7,1,NA,Gas,0,4,2,3,2,0,1,1,0,4,3,2,0,NA,20000,15000,NA,0,0,0,0,0,3,2,1,1,1,0,none,0,1,Gas,Full_elec,none,none,none,none,150,75,17500,1,4,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.934679607567682,06037407102
JWGOV,12,0,80,Male,NA,graduate,White,NA,1,0,SF,2,1,2750,BrandNew,0,150,1,2,Gas,Central,Not know,0,1,6,3,NA,Gas,0,5,3,3,2,1,0,2,0,2,3,3,0,NA,NA,NA,NA,0,0,0,0,0,4,1,1,1,1,0,potential,0,0,Gas,No_prefer,peer,none,peer,peer,325,250,10000,1,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.517070652616394,06067008210
BMVCK,10,0,70,Female,187500,some college,White,3,1,0,SF,2,1,1250,Older,0,350,1,4,Elec,Central,Elec,1,1,5,5,NA,Other,0,3,2,3,2,0,0,2,1,1,3,4,0,7500,6000,NA,NA,1,0,0,1,0,4,3,1,2,1,1,none,0,0,Elec,Half_elec,peer,none,none,none,NA,NA,2500,1,7,0,0,0,1,0,0,1,1,1,1,0,0,0,0.80482277376585,06065031702
KVMSO,12,0,50,Female,112500,graduate,White,4,1,1,SF,3,0,1750,BrandNew,0,350,0,3,Gas,Central,Gas,NA,NA,5,2,NA,Elec,NA,3,4,3,1,1,0,1,0,2,4,3,0,NA,20000,NA,NA,0,0,0,0,0,3,4,1,3,1,1,none,0,0,Gas,Half_elec,peer,peer,none,peer,225,350,7500,1,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.908589040942798,06067009317
DDAKL,3,0,60,Female,162500,college,White,3,1,1,SF,2,1,1250,Older,0,NA,0,3,Gas,None,Elec,NA,0,7,3,NA,Gas,0,3,1,3,2,0,0,2,0,1,4,4,1,35000,20000,NA,NA,0,0,0,0,0,4,3,1,2,1,1,potential,1,0,Gas,Full_fossil,neighbor,neighbor,neighbor,neighbor,550,350,12500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6047567005002,06013388000
QBLIN,16,1,30,Female,25000,college,White,2,1,1,SF,7,0,2250,Older,0,350,0,1,Gas,Central,Elec,NA,NA,3,6,NA,Gas,NA,3,4,3,3,0,0,3,0,4,4,4,1,NA,4000,NA,NA,0,0,0,0,0,3,4,1,4,1,1,none,0,0,Gas,Full_fossil,peer,none,none,peer,225,150,11250,1,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.475657311279201,06071004505
JQFOP,10,0,40,Male,137500,graduate,Hispanic,2,0,0,SF,6,1,2250,BrandNew,0,150,0,2,Gas,Central,Gas,0,0,5,4,NA,Gas,1,3,1,4,2,1,0,1,0,4,3,4,1,30000,8000,NA,1200,1,0,0,0,0,1,1,1,1,1,1,none,0,0,Gas,No_prefer,peer,peer,peer,neighbor,500,450,15000,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.95695142476333,06065030602
NFTWM,8,0,70,Male,137500,college,White,4,1,0,SF,3,1,1250,Older,0,350,0,2,Gas,Central,Gas,0,1,5,3,NA,Gas,0,4,2,3,3,1,0,2,0,2,3,3,0,12500,4000,NA,NA,0,0,0,0,0,2,1,1,1,1,1,none,1,1,Gas,No_prefer,neighbor,none,neighbor,neighbor,225,75,10000,1,5,0,0,0,1,0,0,1,NA,NA,NA,0,0,0,0.317668863765394,06059075303
BECBZ,9,1,50,Female,35000,some college,White,5,1,0,MF,1,0,750,Older,0,NA,0,1,Gas,Room,Other,NA,NA,5,1,1,Gas,NA,2,2,2,1,1,0,3,0,2,2,2,0,NA,15000,NA,NA,0,0,0,0,0,4,4,3,3,3,0,none,1,1,Gas,Half_elec,neighbor,peer,none,neighbor,225,150,1250,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.30089262524954,06037462201
LCHZO,16,1,40,Female,137500,college,White,3,1,1,SF,2,0,1750,Older,0,NA,0,2,Other,None,Elec,NA,NA,7,1,NA,Elec,NA,4,3,3,3,0,0,2,1,1,3,3,1,NA,15000,NA,NA,0,0,0,0,0,2,3,1,2,1,0,none,0,0,Other,Half_elec,none,none,none,none,NA,NA,5000,0,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.42573475421287,06089012701
VTSGY,10,0,70,Male,55000,graduate,White,5,1,0,SF,1,1,1750,BrandNew,0,250,1,1,Not know,Central,Gas,0,1,6,3,NA,Gas,1,4,3,3,2,0,0,2,0,2,3,3,0,2000,2000,NA,NA,0,0,0,0,0,4,1,1,2,1,0,potential,1,0,Not know,No_prefer,none,none,none,neighbor,225,450,8750,1,1,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,0.460996733757231,06065043810
DGKZE,12,0,30,Female,187500,college,Hispanic,4,1,1,SF,2,0,750,Older,0,450,0,2,Not know,Not know,Gas,NA,NA,2,6,NA,Elec,NA,3,1,3,2,0,0,2,0,2,3,2,0,NA,10000,NA,NA,0,0,0,0,0,4,4,1,2,1,1,none,0,0,Not know,Half_elec,none,none,none,none,150,150,5000,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.30089262524954,06067003501
TZTYO,10,1,40,Male,112500,some college,Hispanic,3,1,0,SF,3,1,1750,Older,0,450,1,2,Gas,Central,Gas,0,0,6,1,NA,Gas,0,5,1,3,2,0,0,3,1,2,4,4,0,10000,10000,NA,NA,0,0,0,0,0,2,1,1,1,1,0,none,0,0,Gas,Full_fossil,peer,peer,none,peer,112.5,150,22500,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45170462205817,06071003804
YDHLM,7,1,70,Female,112500,some college,White,7,1,0,SF,2,1,1750,Older,0,150,0,2,Gas,Central,Gas,0,1,5,5,NA,Gas,1,4,2,4,2,1,0,1,0,2,4,4,0,10000,6000,NA,NA,1,0,0,0,0,4,1,1,1,1,0,potential,0,0,Gas,Full_elec,peer,peer,neighbor,neighbor,300,12.5,15000,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.38964392865158,06073019602
RXNKO,10,1,50,Female,35000,some college,Hispanic,2,1,0,SF,3,0,1750,Older,0,450,1,1,Gas,Central,Gas,NA,NA,1,7,NA,Elec,NA,2,1,3,2,1,1,4,1,3,2,2,0,NA,6000,NA,NA,0,0,0,0,0,2,2,1,1,2,0,none,0,0,Gas,No_prefer,none,none,none,neighbor,162.5,150,25000,1,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.17945711552119,06071008714
FTQHE,3,1,70,Female,85000,college,Black,6,1,0,MF,1,0,750,Older,0,350,1,1,Elec,None,Not know,NA,NA,7,1,NA,Gas,NA,2,1,2,3,0,0,2,0,2,2,2,0,NA,8000,NA,NA,0,0,0,0,0,4,3,1,3,1,0,none,1,0,Elec,No_prefer,none,none,none,none,NA,NA,16250,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.22828447366019,06013377000
RZNBU,10,0,70,Female,85000,graduate,Hispanic,7,1,1,SF,1,1,2750,BrandNew,0,250,1,1,Gas,Central,Gas,0,1,5,5,NA,Gas,0,3,5,3,3,1,0,2,0,2,2,3,0,30000,6000,NA,NA,1,0,0,0,0,4,1,1,1,3,0,none,0,0,Gas,Half_elec,neighbor,none,none,peer,162.5,150,1250,1,1,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.584035408930268,06071000813
CGEPB,2,1,40,Female,85000,college,Non-hispanic other,2,1,1,SF,5,0,1250,Older,0,150,1,3,Gas,Central,Gas,NA,NA,3,3,NA,Gas,NA,4,1,2,2,0,0,2,1,NA,3,3,0,NA,15000,NA,NA,0,0,0,0,0,2,1,1,2,1,0,none,0,0,Gas,No_prefer,peer,none,none,none,500,250,15000,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.86624967433489,06045011502
TBRZN,9,0,40,Male,225000,graduate,Asian,6,1,0,SF,2,1,1250,BrandNew,0,350,1,3,Elec,Central,Gas,0,0,4,5,NA,Gas,0,4,2,3,2,1,0,2,0,2,2,3,0,NA,6000,12500,NA,0,0,0,0,0,3,3,1,2,1,0,potential,1,0,Elec,Half_elec,peer,peer,none,peer,150,150,37500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18400914867082,06037401202
WXIOJ,16,1,70,Female,95000,graduate,White,7,1,0,SF,2,1,750,BrandNew,0,250,1,2,Elec,Central,Elec,1,1,6,2,NA,Other,1,5,2,4,3,1,0,1,1,1,3,4,0,NA,15000,0,1200,1,0,0,0,0,4,4,1,4,3,1,potential,0,0,Elec,Full_elec,peer,neighbor,neighbor,neighbor,NA,NA,30000,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0.17467257252533,06027000800
BIFTZ,6,1,70,Female,55000,HS,Non-hispanic other,6,0,0,SF,3,0,1250,Older,0,NA,1,3,Gas,Room,Gas,NA,NA,1,4,2,Gas,NA,5,2,5,3,0,0,4,0,3,1,NA,0,NA,4000,NA,NA,0,0,0,0,0,2,1,1,2,1,0,none,0,0,Gas,No_prefer,none,none,none,none,525,350,10000,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.480597580004206,06037294200
ZZRVO,9,0,60,Female,225000,graduate,White,6,1,0,SF,5,1,2750,BrandNew,1,250,0,4,Elec,Central,Gas,0,1,5,3,NA,Elec,1,4,4,3,2,1,0,2,0,2,3,3,0,0,0,NA,NA,1,0,1,1,1,4,2,1,3,1,1,own,0,0,Gas,No_prefer,neighbor,none,none,neighbor,NA,NA,15000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.401417463124378,06111005911
OGIBV,9,0,40,Male,95000,college,Asian,6,1,1,SF,3,1,1250,Older,1,350,1,3,Elec,Room,Gas,1,1,5,4,4,Gas,1,3,3,3,2,1,0,3,0,2,3,4,0,NA,6000,2000,NA,0,0,0,0,0,3,3,1,2,1,0,potential,1,0,Elec,Full_elec,peer,peer,none,peer,225,150,32500,1,3,0,1,1,1,NA,NA,NA,0,1,1,NA,NA,NA,0.791086482333061,06037503802
AZGXD,7,1,50,Male,225000,college,White,5,1,1,SF,2,1,1750,Older,1,150,1,2,Elec,Central,Gas,0,0,4,6,NA,Gas,0,3,3,3,2,0,0,1,1,2,4,4,0,NA,0,0,NA,1,1,0,0,0,4,3,2,3,1,1,potential,0,0,Elec,Half_elec,neighbor,peer,peer,neighbor,NA,NA,28750,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.333569983564838,06073003401
NYAEX,3,0,40,Male,225000,graduate,Asian,2,0,1,SF,3,1,2250,Older,0,250,1,2,Elec,Central,Gas,0,0,1,2,NA,Gas,0,3,2,3,3,0,0,3,0,2,3,3,0,30000,0,NA,NA,0,0,0,0,0,3,3,1,2,1,1,none,0,0,Elec,Full_fossil,peer,none,none,none,550,NA,15000,1,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1.29689017086119,06081606700
XLNAA,10,0,70,Female,85000,college,White,6,1,0,SF,2,1,1250,Older,0,150,1,3,Not know,Central,Gas,1,0,5,3,NA,Gas,0,5,NA,3,3,1,0,1,0,1,4,4,1,NA,6000,NA,NA,0,0,0,0,0,4,4,1,1,1,0,potential,1,0,Not know,Half_elec,peer,none,none,neighbor,150,150,17500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408151777513847,06073017040
YGPEF,6,0,60,Female,137500,graduate,White,6,1,0,SF,2,1,2250,Older,0,350,0,2,Elec,Central,Elec,1,1,3,2,NA,Gas,1,4,4,4,3,1,0,3,1,1,4,3,1,NA,2000,4000,NA,0,0,0,0,0,4,4,1,2,1,1,own,1,1,Elec,Half_elec,neighbor,peer,peer,neighbor,350,350,17500,1,1,0,1,1,1,NA,NA,NA,0,1,1,NA,NA,NA,0.49824316264302,06111001801
FPGVQ,8,0,60,Male,95000,college,Non-hispanic other,7,0,1,SF,3,1,1250,Older,0,150,1,2,Gas,Central,Gas,0,1,4,4,NA,Gas,0,5,3,4,1,0,0,2,0,2,1,NA,0,30000,15000,NA,NA,1,1,0,0,0,4,4,3,1,1,0,none,1,0,Gas,Half_elec,neighbor,peer,none,none,NA,NA,15000,1,7,0,0,0,1,1,1,1,NA,NA,NA,0,0,0,0.330746479484502,06059075512
ZCUXZ,10,0,60,Male,95000,some college,Asian,3,0,0,SF,4,1,2250,BrandNew,0,250,1,2,Gas,Central,Gas,1,1,6,1,NA,Gas,1,4,3,3,2,1,1,1,0,1,4,4,0,30000,15000,NA,NA,1,0,1,0,0,2,3,1,1,1,0,own,0,1,Gas,Half_elec,neighbor,none,none,neighbor,362.5,350,17500,1,NA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,2.2553992320445,06071002041
HSLID,10,1,60,Male,35000,some college,White,5,0,0,Others,4,1,1750,BrandNew,0,250,1,2,Elec,Central,Elec,1,1,6,6,NA,Gas,0,4,4,3,3,0,1,2,0,3,4,4,0,NA,6000,4000,NA,1,0,0,0,0,4,3,3,3,1,0,potential,0,0,Elec,Half_elec,peer,none,none,neighbor,187.5,150,12500,1,3,0,0,0,1,NA,NA,NA,0,1,1,0,0,0,2.40924708088012,06065046403
ADTRH,3,0,70,Male,225000,graduate,White,6,1,1,SF,2,1,2250,Older,1,250,1,1,Gas,None,Gas,0,1,7,2,NA,Gas,1,4,3,3,2,0,0,1,0,2,4,4,0,0,4000,NA,NA,0,0,0,0,0,4,3,1,1,1,0,potential,1,1,Gas,Half_elec,neighbor,none,none,neighbor,150,150,3750,1,1,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,0.536727160756426,06075032700
ZZGBT,12,1,70,Female,187500,graduate,White,5,1,1,SF,2,1,2250,BrandNew,0,350,1,3,Other,Central,Other,0,0,5,4,NA,Other,1,3,1,3,2,0,0,3,1,1,4,4,0,NA,0,20000,NA,1,0,0,0,0,4,1,1,1,2,0,potential,0,0,Other,No_prefer,peer,peer,none,neighbor,NA,NA,20000,1,6,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0.17467257252533,06043000102
CHVPH,14,1,30,Female,15000,some college,Hispanic,6,0,0,MF,3,0,1750,BrandNew,0,350,1,2,Gas,Central,Gas,NA,NA,2,4,NA,Gas,NA,5,2,3,2,0,1,1,0,1,3,3,0,NA,20000,NA,NA,0,0,0,0,0,4,4,3,4,1,0,none,0,0,Gas,Half_elec,none,none,none,none,225,350,5000,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.30089262524954,06037900506
FLPGF,10,0,80,Male,225000,graduate,White,3,1,1,SF,3,1,2750,Older,0,150,0,4,Other,Central,Other,0,0,6,3,NA,Other,0,4,1,3,2,0,1,1,0,1,3,3,0,30000,15000,NA,NA,1,1,0,0,0,3,1,1,1,1,0,none,1,1,Other,Half_elec,none,none,none,neighbor,NA,NA,26250,1,5,0,0,0,1,1,1,1,0,0,0,0,0,0,0.516559044618828,06073020311
LQKTG,13,1,80,Male,35000,less than HS,Hispanic,2,0,0,SF,2,0,750,Older,0,NA,0,2,Not know,Other,Gas,NA,NA,7,1,NA,Gas,NA,3,1,2,2,0,0,1,0,3,3,2,0,NA,20000,NA,NA,1,0,0,0,0,2,2,1,1,1,0,none,0,0,Not know,Half_elec,none,peer,none,peer,150,NA,10000,0,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,3.30089262524954,06031001703
VLRGU,9,1,50,Male,112500,some college,Hispanic,2,0,1,SF,5,1,1750,Older,0,450,0,2,Gas,Central,Elec,0,0,7,3,NA,Gas,0,2,1,3,2,0,0,2,1,3,4,4,1,35000,20000,NA,NA,0,0,0,0,0,1,3,1,1,1,1,none,0,0,Gas,Full_elec,none,none,peer,peer,150,150,25000,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89144967711518,06037407101
BVRXL,13,0,50,Female,55000,some college,Black,4,1,1,SF,6,0,1250,Older,0,150,0,3,Gas,Central,Gas,NA,NA,4,5,NA,Gas,NA,4,3,3,2,0,1,3,1,1,3,2,0,NA,20000,NA,NA,0,0,0,0,0,3,3,1,3,1,0,none,1,0,Gas,Full_fossil,none,none,none,none,350,450,2500,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.31922748366867,06029000201
RGCKZ,4,0,70,Male,225000,college,Asian,4,0,1,SF,2,1,2250,BrandNew,1,250,0,2,Gas,Central,Gas,1,0,7,3,NA,Gas,0,4,2,3,2,0,0,2,0,2,3,3,0,NA,20000,20000,NA,0,0,0,0,0,2,2,3,2,1,0,potential,0,0,Gas,Full_elec,peer,peer,none,none,450,550,30000,1,4,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.892699515250656,06085512056
SQEXL,12,0,60,Male,225000,graduate,White,4,1,1,SF,2,1,4250,Older,0,250,1,3,Gas,Central,Gas,0,0,6,2,NA,Gas,1,4,2,3,2,0,0,2,0,2,4,4,0,NA,0,0,NA,0,0,1,0,0,3,2,1,1,1,1,own,1,1,Gas,Half_elec,neighbor,none,peer,neighbor,400,350,20000,1,4,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,0.590736426525916,06067007702
XMROH,14,0,80,Male,162500,graduate,White,2,1,0,SF,2,1,2250,BrandNew,0,450,1,2,Gas,Other,Gas,0,1,7,6,NA,Gas,0,5,4,3,2,1,0,2,1,1,2,3,0,35000,20000,NA,NA,1,0,0,0,0,1,1,1,1,1,1,potential,1,0,Gas,Half_elec,none,peer,peer,peer,162.5,12.5,15000,1,7,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.384597440852273,06029005509
YWTNS,9,1,40,Female,187500,graduate,White,7,1,1,SF,2,1,750,Older,0,250,0,2,Elec,Room,Gas,0,1,4,4,3,Gas,0,2,1,5,3,0,0,1,0,3,3,4,0,10000,10000,NA,NA,0,0,0,1,0,4,1,1,2,1,0,potential,1,1,Not know,Half_elec,neighbor,peer,peer,peer,NA,NA,17500,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.4814485346736,06037186301
XWDKK,10,0,80,Male,112500,graduate,Black,4,1,0,SF,2,1,2750,BrandNew,0,150,0,3,Elec,Central,Gas,0,1,4,5,NA,Gas,1,5,4,3,2,0,0,1,0,2,3,3,0,0,0,NA,NA,1,0,0,1,0,2,1,1,1,1,0,potential,0,0,Gas,Full_elec,peer,peer,peer,neighbor,NA,NA,2500,1,3,0,0,0,1,0,0,0,1,1,1,NA,NA,NA,0.804274196038874,06071002043
ARYZF,12,0,30,Female,112500,graduate,White,6,1,1,SF,2,1,1250,BrandNew,0,350,0,3,Elec,Central,Elec,1,1,5,3,NA,Gas,1,5,4,5,3,1,0,2,0,3,3,3,0,10000,10000,NA,NA,0,0,0,1,0,4,4,1,3,1,0,own,0,0,Not know,Full_elec,peer,peer,peer,peer,162.5,150,12500,1,1,0,0,1,1,0,0,1,1,1,1,NA,NA,NA,0.624992369125181,06067007021
ZIWCV,9,0,50,Male,225000,college,White,4,1,1,SF,4,1,1250,Older,0,250,1,2,Gas,Central,Gas,0,1,5,5,NA,Gas,0,4,2,3,2,0,0,2,1,2,3,3,0,10000,6000,NA,NA,0,0,0,0,0,3,3,1,2,1,1,potential,1,1,Gas,Half_elec,neighbor,peer,none,neighbor,225,150,12500,1,3,0,0,0,1,0,0,1,NA,NA,NA,0,0,0,1.26614964467172,06037143302
KXXEO,11,1,50,Male,162500,some college,Multirace,2,1,1,SF,1,1,1250,BrandNew,0,NA,0,4,Gas,Central,Gas,0,1,2,4,NA,Gas,0,4,1,2,2,NA,1,1,0,2,4,4,0,35000,20000,NA,NA,0,0,0,0,0,1,1,1,1,2,0,potential,0,0,Gas,Full_fossil,peer,peer,peer,neighbor,150,150,20000,1,6,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.556492124009209,06089012200
GBFHB,4,0,80,Male,137500,college,White,4,1,0,SF,2,1,2250,Older,0,350,0,2,Gas,None,Gas,0,0,1,4,NA,Elec,1,2,4,3,3,0,0,3,0,2,3,3,0,NA,4000,4000,300,0,0,0,0,0,3,3,1,2,1,0,potential,1,0,Gas,Half_elec,neighbor,peer,peer,peer,NA,NA,12500,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0.605375575720562,06085511707
PLGCV,6,0,40,Female,225000,graduate,White,5,1,0,SF,4,1,3750,BrandNew,0,250,1,3,Not know,Central,Gas,0,1,6,2,NA,Gas,0,4,2,3,2,1,0,1,0,2,3,3,0,NA,10000,2000,NA,1,1,1,0,0,4,2,1,3,1,0,own,1,0,Not know,Half_elec,neighbor,none,none,neighbor,NA,NA,12500,1,4,1,1,1,1,1,1,1,0,1,1,0,0,0,0.532804076808103,06059042203
