zip_code,utility,acronym,type,climate_zone,city,county,utility_baseline_territory,summer_baseline_allowance,winter_baseline_allowance,puma,percentpuma,,,,,,,,,,,,,,,
95316,Pacific Gas & Electric Company,PGE,IOU,12,Denair,Stanislaus County,S,15,10.2,9903,0.964856318,,,,,,,,,,,,,,,
95317,Pacific Gas & Electric Company,PGE,IOU,12,El Nido,Merced County,R,17.7,10.4,4701,0.999938251,,,,,,,,,,,,,,,
95318,Pacific Gas & Electric Company,PGE,IOU,16,El Portal,Mariposa County,Y,10.5,11.1,300,1,,,,,,,,,,,,,,,
95319,Modesto Irrigation District,NA,POU,12,Empire,Stanislaus County,NA,NA,NA,9903,0.996799396,,,,,,,,,,,,,,,
95320,Pacific Gas & Electric Company,PGE,IOU,12,Escalon,San Joaquin County,S,15,10.2,7708,0.997936527,,,,,,,,,,,,,,,
95321,Pacific Gas & Electric Company,PGE,IOU,12,Groveland,Tuolumne County,Y,10.5,11.1,300,1,,,,,,,,,,,,,,,
95322,Pacific Gas & Electric Company,PGE,IOU,12,Gustine,Merced County,R,17.7,10.4,4701,0.984979214,,,,,,,,,,,,,,,
95323,Modesto Irrigation District,NA,POU,12,Hickman,Stanislaus County,NA,NA,NA,9903,1,,,,,,,,,,,,,,,
95324,Pacific Gas & Electric Company,PGE,IOU,12,Hilmar,Merced County,R,17.7,10.4,4701,0.999273742,,,,,,,,,,,,,,,
95326,Modesto Irrigation District,NA,POU,12,Hughson,Stanislaus County,NA,NA,NA,9903,0.947574398,,,,,,,,,,,,,,,
95327,Pacific Gas & Electric Company,PGE,IOU,12,Jamestown,Tuolumne County,Y,10.5,11.1,300,0.997392032,,,,,,,,,,,,,,,
95328,Turlock Irrigation District,NA,POU,12,Keyes,Stanislaus County,NA,NA,NA,9901,1,,,,,,,,,,,,,,,
95329,Pacific Gas & Electric Company,PGE,IOU,12,La Grange,Tuolumne County,S,15,10.2,300,0.803901497,,,,,,,,,,,,,,,
95330,Pacific Gas & Electric Company,PGE,IOU,12,Lathrop,San Joaquin County,S,15,10.2,7709,0.999887889,,,,,,,,,,,,,,,
95333,Pacific Gas & Electric Company,PGE,IOU,12,Le Grand,Merced County,R,17.7,10.4,4701,0.774241781,,,,,,,,,,,,,,,
95334,Pacific Gas & Electric Company,PGE,IOU,12,Livingston,Merced County,R,17.7,10.4,4701,0.998419756,,,,,,,,,,,,,,,
95335,Southern California Edison,SCE,IOU,16,Long Barn,Tuolumne County,16,14.7,12.4,300,1,,,,,,,,,,,,,,,
95336,Pacific Gas & Electric Company,PGE,IOU,12,Manteca,San Joaquin County,S,15,10.2,7708,0.63463505,,,,,,,,,,,,,,,
95337,Pacific Gas & Electric Company,PGE,IOU,12,Manteca,San Joaquin County,S,15,10.2,7709,0.995650049,,,,,,,,,,,,,,,
95338,Pacific Gas & Electric Company,PGE,IOU,12,Mariposa,Mariposa County,R,17.7,10.4,300,0.999964584,,,,,,,,,,,,,,,
95340,Pacific Gas & Electric Company,PGE,IOU,12,Merced,Merced County,R,17.7,10.4,4702,0.999330129,,,,,,,,,,,,,,,
95341,Pacific Gas & Electric Company,PGE,IOU,12,Merced,Merced County,R,17.7,10.4,4701,0.837353916,,,,,,,,,,,,,,,
95345,Pacific Gas & Electric Company,PGE,IOU,12,Midpines,Mariposa County,R,17.7,10.4,300,1,,,,,,,,,,,,,,,
95346,Pacific Gas & Electric Company,PGE,IOU,16,MI Wuk Village,Tuolumne County,Y,10.5,11.1,300,1,,,,,,,,,,,,,,,
95348,Pacific Gas & Electric Company,PGE,IOU,12,Merced,Merced County,R,17.7,10.4,4702,1,,,,,,,,,,,,,,,
95350,Modesto Irrigation District,NA,POU,12,Modesto,Stanislaus County,NA,NA,NA,9902,0.696115663,,,,,,,,,,,,,,,
95351,Modesto Irrigation District,NA,POU,12,Modesto,Stanislaus County,NA,NA,NA,9902,0.786683453,,,,,,,,,,,,,,,
95354,Modesto Irrigation District,NA,POU,12,Modesto,Stanislaus County,NA,NA,NA,9904,0.747419004,,,,,,,,,,,,,,,
95355,Modesto Irrigation District,NA,POU,12,Modesto,Stanislaus County,NA,NA,NA,9904,0.996832353,,,,,,,,,,,,,,,
95356,Pacific Gas & Electric Company,PGE,IOU,12,Modesto,Stanislaus County,S,15,10.2,9903,0.684412901,,,,,,,,,,,,,,,
95357,Pacific Gas & Electric Company,PGE,IOU,12,Modesto,Stanislaus County,S,15,10.2,9903,0.944946858,,,,,,,,,,,,,,,
95358,Pacific Gas & Electric Company,PGE,IOU,12,Modesto,Stanislaus County,S,15,10.2,9901,0.921800808,,,,,,,,,,,,,,,
95360,Pacific Gas & Electric Company,PGE,IOU,12,Newman,Stanislaus County,S,15,10.2,9901,0.977250286,,,,,,,,,,,,,,,
95361,Pacific Gas & Electric Company,PGE,IOU,12,Oakdale,Stanislaus County,S,15,10.2,9903,0.982354135,,,,,,,,,,,,,,,
95363,Pacific Gas & Electric Company,PGE,IOU,12,Patterson,Stanislaus County,S,15,10.2,9901,0.999907371,,,,,,,,,,,,,,,
95364,Pacific Gas & Electric Company,PGE,IOU,16,Pinecrest,Tuolumne County,Y,10.5,11.1,300,1,,,,,,,,,,,,,,,
95365,Merced Irrigation District,NA,POU,12,Planada,Merced County,NA,NA,NA,4702,1,,,,,,,,,,,,,,,
95366,Pacific Gas & Electric Company,PGE,IOU,12,Ripon,San Joaquin County,S,15,10.2,7708,0.960071058,,,,,,,,,,,,,,,
95367,Pacific Gas & Electric Company,PGE,IOU,12,Riverbank,Stanislaus County,S,15,10.2,9903,0.999302218,,,,,,,,,,,,,,,
95368,Pacific Gas & Electric Company,PGE,IOU,12,Salida,Stanislaus County,S,15,10.2,9903,0.626557531,,,,,,,,,,,,,,,
95369,Pacific Gas & Electric Company,PGE,IOU,12,Snelling,Merced County,R,17.7,10.4,4702,0.80760544,,,,,,,,,,,,,,,
95370,Pacific Gas & Electric Company,PGE,IOU,12,Sonora,Tuolumne County,S,15,10.2,300,1,,,,,,,,,,,,,,,
95372,Pacific Gas & Electric Company,PGE,IOU,12,Soulsbyville,Tuolumne County,P,13.5,11,300,1,,,,,,,,,,,,,,,
95374,Pacific Gas & Electric Company,PGE,IOU,12,Stevinson,Merced County,R,17.7,10.4,4701,0.99999612,,,,,,,,,,,,,,,
95376,Pacific Gas & Electric Company,PGE,IOU,12,Tracy,San Joaquin County,S,15,10.2,7707,0.885900015,,,,,,,,,,,,,,,
95377,Pacific Gas & Electric Company,PGE,IOU,12,Tracy,San Joaquin County,S,15,10.2,7707,0.915041925,,,,,,,,,,,,,,,
95379,Pacific Gas & Electric Company,PGE,IOU,12,Tuolumne,Tuolumne County,P,13.5,11,300,1,,,,,,,,,,,,,,,
95380,Turlock Irrigation District,NA,POU,12,Turlock,Stanislaus County,NA,NA,NA,9903,0.783464728,,,,,,,,,,,,,,,
95382,Turlock Irrigation District,NA,POU,12,Turlock,Stanislaus County,NA,NA,NA,9903,0.993297118,,,,,,,,,,,,,,,
95383,Pacific Gas & Electric Company,PGE,IOU,12,Twain Harte,Tuolumne County,P,13.5,11,300,1,,,,,,,,,,,,,,,
95385,Pacific Gas & Electric Company,PGE,IOU,12,Vernalis,Stanislaus County,S,15,10.2,9901,0.965227642,,,,,,,,,,,,,,,
95386,Pacific Gas & Electric Company,PGE,IOU,12,Waterford,Stanislaus County,S,15,10.2,9903,0.999979281,,,,,,,,,,,,,,,
95387,Pacific Gas & Electric Company,PGE,IOU,12,Westley,Stanislaus County,S,15,10.2,9901,1,,,,,,,,,,,,,,,
95388,Pacific Gas & Electric Company,PGE,IOU,12,Winton,Merced County,R,17.7,10.4,4702,0.990574823,,,,,,,,,,,,,,,
95389,Southern California Edison,SCE,IOU,16,Yosemite National Park,Mariposa County,16,14.7,12.4,300,0.999862894,,,,,,,,,,,,,,,
95391,Pacific Gas & Electric Company,PGE,IOU,12,Tracy,San Joaquin County,S,15,10.2,120,0.508735752,,,,,,,,,,,,,,,
95401,Pacific Gas & Electric Company,PGE,IOU,2,Santa Rosa,Sonoma County,P,13.5,11,9705,0.897373686,,,,,,,,,,,,,,,
95403,Pacific Gas & Electric Company,PGE,IOU,2,Santa Rosa,Sonoma County,P,13.5,11,9704,0.558110048,,,,,,,,,,,,,,,
95404,Pacific Gas & Electric Company,PGE,IOU,2,Santa Rosa,Sonoma County,P,13.5,11,9706,0.863105134,,,,,,,,,,,,,,,
95405,Pacific Gas & Electric Company,PGE,IOU,2,Santa Rosa,Sonoma County,P,13.5,11,9706,1,,,,,,,,,,,,,,,
95407,Pacific Gas & Electric Company,PGE,IOU,2,Santa Rosa,Sonoma County,P,13.5,11,9705,0.81387531,,,,,,,,,,,,,,,
95409,Pacific Gas & Electric Company,PGE,IOU,2,Santa Rosa,Sonoma County,P,13.5,11,9706,0.999522103,,,,,,,,,,,,,,,
95410,Pacific Gas & Electric Company,PGE,IOU,1,Albion,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95412,Pacific Gas & Electric Company,PGE,IOU,1,Annapolis,Sonoma County,V,7.1,8.1,9704,1,,,,,,,,,,,,,,,
95415,Pacific Gas & Electric Company,PGE,IOU,2,Boonville,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95417,Pacific Gas & Electric Company,PGE,IOU,1,Branscomb,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95419,Pacific Gas & Electric Company,PGE,IOU,2,Camp Meeker,Sonoma County,P,13.5,11,9704,1,,,,,,,,,,,,,,,
95420,Pacific Gas & Electric Company,PGE,IOU,1,Caspar,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95421,Pacific Gas & Electric Company,PGE,IOU,1,Cazadero,Sonoma County,V,7.1,8.1,9704,0.999837784,,,,,,,,,,,,,,,
95422,Pacific Gas & Electric Company,PGE,IOU,2,Clearlake,Lake County,P,13.5,11,3300,0.998895983,,,,,,,,,,,,,,,
95423,Pacific Gas & Electric Company,PGE,IOU,2,Clearlake Oaks,Lake County,P,13.5,11,3300,0.999129665,,,,,,,,,,,,,,,
95425,Pacific Gas & Electric Company,PGE,IOU,2,Cloverdale,Sonoma County,P,13.5,11,9704,0.999341513,,,,,,,,,,,,,,,
95426,Pacific Gas & Electric Company,PGE,IOU,2,Cobb,Lake County,P,13.5,11,3300,0.997835801,,,,,,,,,,,,,,,
95427,Pacific Gas & Electric Company,PGE,IOU,1,Comptche,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95428,Pacific Gas & Electric Company,PGE,IOU,2,Covelo,Mendocino County,P,13.5,11,3300,0.999630973,,,,,,,,,,,,,,,
95429,Pacific Gas & Electric Company,PGE,IOU,2,Dos Rios,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95432,Pacific Gas & Electric Company,PGE,IOU,1,Elk,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95436,Pacific Gas & Electric Company,PGE,IOU,2,Forestville,Sonoma County,P,13.5,11,9704,0.999978237,,,,,,,,,,,,,,,
95437,Pacific Gas & Electric Company,PGE,IOU,1,Fort Bragg,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95439,Pacific Gas & Electric Company,PGE,IOU,2,Fulton,Sonoma County,P,13.5,11,9705,0.691355213,,,,,,,,,,,,,,,
95441,Pacific Gas & Electric Company,PGE,IOU,2,Geyserville,Sonoma County,P,13.5,11,9704,0.999658537,,,,,,,,,,,,,,,
95442,Pacific Gas & Electric Company,PGE,IOU,2,Glen Ellen,Sonoma County,P,13.5,11,9706,0.999635491,,,,,,,,,,,,,,,
95443,Pacific Gas & Electric Company,PGE,IOU,2,Glenhaven,Lake County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95444,Pacific Gas & Electric Company,PGE,IOU,2,Graton,Sonoma County,P,13.5,11,9704,1,,,,,,,,,,,,,,,
95445,Pacific Gas & Electric Company,PGE,IOU,1,Gualala,Mendocino County,V,7.1,8.1,3300,0.999219873,,,,,,,,,,,,,,,
95446,Pacific Gas & Electric Company,PGE,IOU,2,Guerneville,Sonoma County,P,13.5,11,9704,1,,,,,,,,,,,,,,,
95448,Pacific Gas & Electric Company,PGE,IOU,2,Healdsburg,Sonoma County,P,13.5,11,9704,0.999846653,,,,,,,,,,,,,,,
95449,Pacific Gas & Electric Company,PGE,IOU,2,Hopland,Mendocino County,P,13.5,11,3300,0.99936014,,,,,,,,,,,,,,,
95450,Pacific Gas & Electric Company,PGE,IOU,1,Jenner,Sonoma County,V,7.1,8.1,9704,1,,,,,,,,,,,,,,,
95451,Pacific Gas & Electric Company,PGE,IOU,2,Kelseyville,Lake County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95452,Pacific Gas & Electric Company,PGE,IOU,2,Kenwood,Sonoma County,P,13.5,11,9706,0.997720178,,,,,,,,,,,,,,,
95453,Pacific Gas & Electric Company,PGE,IOU,2,Lakeport,Lake County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95454,Pacific Gas & Electric Company,PGE,IOU,2,Laytonville,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95456,Pacific Gas & Electric Company,PGE,IOU,1,Little River,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95457,Pacific Gas & Electric Company,PGE,IOU,2,Lower Lake,Lake County,P,13.5,11,3300,0.99964144,,,,,,,,,,,,,,,
95458,Pacific Gas & Electric Company,PGE,IOU,2,Lucerne,Lake County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95459,Pacific Gas & Electric Company,PGE,IOU,1,Manchester,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95460,Pacific Gas & Electric Company,PGE,IOU,1,Mendocino,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95461,Pacific Gas & Electric Company,PGE,IOU,2,Middletown,Lake County,P,13.5,11,3300,0.974267937,,,,,,,,,,,,,,,
95462,Pacific Gas & Electric Company,PGE,IOU,1,Monte Rio,Sonoma County,V,7.1,8.1,9704,1,,,,,,,,,,,,,,,
95463,Pacific Gas & Electric Company,PGE,IOU,2,Navarro,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95464,Pacific Gas & Electric Company,PGE,IOU,2,Nice,Lake County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95465,Pacific Gas & Electric Company,PGE,IOU,1,Occidental,Sonoma County,V,7.1,8.1,9704,1,,,,,,,,,,,,,,,
95466,Pacific Gas & Electric Company,PGE,IOU,2,Philo,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95467,Pacific Gas & Electric Company,PGE,IOU,2,Hidden Valley Lake,Lake County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95468,Pacific Gas & Electric Company,PGE,IOU,1,Point Arena,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95469,Pacific Gas & Electric Company,PGE,IOU,2,Potter Valley,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95470,Pacific Gas & Electric Company,PGE,IOU,2,Redwood Valley,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95471,Pacific Gas & Electric Company,PGE,IOU,2,Rio Nido,Sonoma County,P,13.5,11,9704,1,,,,,,,,,,,,,,,
95472,Pacific Gas & Electric Company,PGE,IOU,2,Sebastopol,Sonoma County,P,13.5,11,9704,0.964004818,,,,,,,,,,,,,,,
95476,Pacific Gas & Electric Company,PGE,IOU,2,Sonoma,Sonoma County,P,13.5,11,9706,0.955472869,,,,,,,,,,,,,,,
95482,Pacific Gas & Electric Company,PGE,IOU,2,Ukiah,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95485,Pacific Gas & Electric Company,PGE,IOU,2,Upper Lake,Lake County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95488,Pacific Gas & Electric Company,PGE,IOU,1,Westport,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95490,Pacific Gas & Electric Company,PGE,IOU,2,Willits,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95492,Pacific Gas & Electric Company,PGE,IOU,2,Windsor,Sonoma County,P,13.5,11,9704,0.990801067,,,,,,,,,,,,,,,
95493,Pacific Gas & Electric Company,PGE,IOU,2,Witter Springs,Lake County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95494,Pacific Gas & Electric Company,PGE,IOU,2,Yorkville,Mendocino County,P,13.5,11,3300,1,,,,,,,,,,,,,,,
95497,Pacific Gas & Electric Company,PGE,IOU,1,The Sea Ranch,Sonoma County,V,7.1,8.1,9704,0.999398172,,,,,,,,,,,,,,,
95501,Pacific Gas & Electric Company,PGE,IOU,1,Eureka,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95503,Pacific Gas & Electric Company,PGE,IOU,1,Eureka,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95511,Pacific Gas & Electric Company,PGE,IOU,2,Alderpoint,Humboldt County,P,13.5,11,2300,0.999764813,,,,,,,,,,,,,,,
95514,Pacific Gas & Electric Company,PGE,IOU,2,Blocksburg,Humboldt County,P,13.5,11,2300,0.999796459,,,,,,,,,,,,,,,
95519,Pacific Gas & Electric Company,PGE,IOU,1,McKinleyville,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95521,Pacific Gas & Electric Company,PGE,IOU,1,Arcata,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95524,Pacific Gas & Electric Company,PGE,IOU,1,Bayside,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95525,Pacific Gas & Electric Company,PGE,IOU,1,Blue Lake,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95526,Pacific Gas & Electric Company,PGE,IOU,2,Bridgeville,Humboldt County,P,13.5,11,2300,0.639005311,,,,,,,,,,,,,,,
95527,Pacific Gas & Electric Company,PGE,IOU,16,Burnt Ranch,Trinity County,Y,10.5,11.1,1100,0.999766653,,,,,,,,,,,,,,,
95528,Pacific Gas & Electric Company,PGE,IOU,1,Carlotta,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95531,PacifiCorp,NA,IOU,1,Crescent City,Del Norte County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
95536,Pacific Gas & Electric Company,PGE,IOU,1,Ferndale,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95540,Pacific Gas & Electric Company,PGE,IOU,1,Fortuna,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95542,Pacific Gas & Electric Company,PGE,IOU,2,Garberville,Humboldt County,P,13.5,11,2300,0.919560982,,,,,,,,,,,,,,,
95543,PacifiCorp,NA,IOU,16,Gasquet,Del Norte County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
95546,PacifiCorp,NA,IOU,2,Hoopa,Humboldt County,NA,NA,NA,2300,0.999695513,,,,,,,,,,,,,,,
95547,Pacific Gas & Electric Company,PGE,IOU,1,Hydesville,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95548,PacifiCorp,NA,IOU,1,Klamath,Del Norte County,NA,NA,NA,1500,0.999899163,,,,,,,,,,,,,,,
95549,Pacific Gas & Electric Company,PGE,IOU,1,Kneeland,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95550,Pacific Gas & Electric Company,PGE,IOU,2,Korbel,Humboldt County,P,13.5,11,2300,1,,,,,,,,,,,,,,,
95551,Pacific Gas & Electric Company,PGE,IOU,1,Loleta,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95552,Trinity Public Utilities District,NA,POU,2,Mad River,Trinity County,NA,NA,NA,1100,1,,,,,,,,,,,,,,,
95553,Pacific Gas & Electric Company,PGE,IOU,1,Miranda,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95554,Pacific Gas & Electric Company,PGE,IOU,2,Myers Flat,Humboldt County,P,13.5,11,2300,1,,,,,,,,,,,,,,,
95555,PacifiCorp,NA,IOU,1,Orick,Humboldt County,NA,NA,NA,2300,0.999594026,,,,,,,,,,,,,,,
95556,PacifiCorp,NA,IOU,2,Orleans,Humboldt County,NA,NA,NA,2300,0.999146276,,,,,,,,,,,,,,,
95558,Pacific Gas & Electric Company,PGE,IOU,1,Petrolia,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95560,Pacific Gas & Electric Company,PGE,IOU,2,Redway,Humboldt County,P,13.5,11,2300,1,,,,,,,,,,,,,,,
95562,Pacific Gas & Electric Company,PGE,IOU,1,Rio Dell,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95563,Pacific Gas & Electric Company,PGE,IOU,16,Salyer,Trinity County,Y,10.5,11.1,2300,0.682101289,,,,,,,,,,,,,,,
95564,Pacific Gas & Electric Company,PGE,IOU,1,Samoa,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95565,Pacific Gas & Electric Company,PGE,IOU,1,Scotia,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95567,PacifiCorp,NA,IOU,1,Smith River,Del Norte County,NA,NA,NA,1500,1,,,,,,,,,,,,,,,
95568,PacifiCorp,NA,IOU,16,Somes Bar,Siskiyou County,NA,NA,NA,1500,0.999985668,,,,,,,,,,,,,,,
95569,Pacific Gas & Electric Company,PGE,IOU,2,Redcrest,Humboldt County,P,13.5,11,2300,1,,,,,,,,,,,,,,,
95570,Pacific Gas & Electric Company,PGE,IOU,1,Trinidad,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95571,Pacific Gas & Electric Company,PGE,IOU,1,Weott,Humboldt County,V,7.1,8.1,2300,1,,,,,,,,,,,,,,,
95573,Pacific Gas & Electric Company,PGE,IOU,2,Willow Creek,Humboldt County,P,13.5,11,2300,0.999536335,,,,,,,,,,,,,,,
95585,Pacific Gas & Electric Company,PGE,IOU,1,Leggett,Mendocino County,V,7.1,8.1,3300,1,,,,,,,,,,,,,,,
95587,Pacific Gas & Electric Company,PGE,IOU,2,Piercy,Mendocino County,P,13.5,11,3300,0.997997639,,,,,,,,,,,,,,,
95589,Pacific Gas & Electric Company,PGE,IOU,1,Whitethorn,Humboldt County,V,7.1,8.1,2300,0.795849725,,,,,,,,,,,,,,,
95595,Pacific Gas & Electric Company,PGE,IOU,2,Zenia,Trinity County,P,13.5,11,1100,0.999493088,,,,,,,,,,,,,,,
95601,Pacific Gas & Electric Company,PGE,IOU,12,Amador City,Amador County,S,15,10.2,300,1,,,,,,,,,,,,,,,
95602,Pacific Gas & Electric Company,PGE,IOU,11,Auburn,Placer County,S,15,10.2,6103,0.793723631,,,,,,,,,,,,,,,
95603,Pacific Gas & Electric Company,PGE,IOU,11,Auburn,Placer County,S,15,10.2,6103,0.997661758,,,,,,,,,,,,,,,
95605,Pacific Gas & Electric Company,PGE,IOU,12,West Sacramento,Yolo County,S,15,10.2,11302,0.546698379,,,,,,,,,,,,,,,
95606,Pacific Gas & Electric Company,PGE,IOU,12,Brooks,Yolo County,S,15,10.2,11301,0.999089263,,,,,,,,,,,,,,,
95607,Pacific Gas & Electric Company,PGE,IOU,12,Capay,Yolo County,S,15,10.2,11301,0.999779757,,,,,,,,,,,,,,,
95608,Sacramento Municipal Utility District,NA,POU,12,Carmichael,Sacramento County,NA,NA,NA,6703,0.943394982,,,,,,,,,,,,,,,
95610,Roseville Electric,NA,POU,12,Citrus Heights,Sacramento County,NA,NA,NA,6701,0.997506278,,,,,,,,,,,,,,,
95612,Pacific Gas & Electric Company,PGE,IOU,12,Clarksburg,Yolo County,S,15,10.2,11302,0.998326711,,,,,,,,,,,,,,,
95614,Pacific Gas & Electric Company,PGE,IOU,12,Cool,El Dorado County,S,15,10.2,1700,0.998774894,,,,,,,,,,,,,,,
95615,Pacific Gas & Electric Company,PGE,IOU,12,Courtland,Sacramento County,S,15,10.2,6717,0.928071643,,,,,,,,,,,,,,,
95616,Pacific Gas & Electric Company,PGE,IOU,12,Davis,Yolo County,S,15,10.2,11301,0.784329121,,,,,,,,,,,,,,,
95618,Pacific Gas & Electric Company,PGE,IOU,12,Davis,Yolo County,S,15,10.2,11302,0.63212273,,,,,,,,,,,,,,,
95619,Pacific Gas & Electric Company,PGE,IOU,12,Diamond Springs,El Dorado County,P,13.5,11,1700,1,,,,,,,,,,,,,,,
95620,Pacific Gas & Electric Company,PGE,IOU,12,Dixon,Solano County,S,15,10.2,9503,0.748624475,,,,,,,,,,,,,,,
95621,Pacific Gas & Electric Company,PGE,IOU,12,Citrus Heights,Sacramento County,S,15,10.2,6701,0.993075293,,,,,,,,,,,,,,,
95623,Pacific Gas & Electric Company,PGE,IOU,12,El Dorado,El Dorado County,S,15,10.2,1700,0.999377239,,,,,,,,,,,,,,,
95624,Sacramento Municipal Utility District,NA,POU,12,Elk Grove,Sacramento County,NA,NA,NA,6717,0.745134409,,,,,,,,,,,,,,,
95626,Pacific Gas & Electric Company,PGE,IOU,12,Elverta,Sacramento County,S,15,10.2,6706,0.499843447,,,,,,,,,,,,,,,
95627,Pacific Gas & Electric Company,PGE,IOU,12,Esparto,Yolo County,S,15,10.2,11301,1,,,,,,,,,,,,,,,
95628,Sacramento Municipal Utility District,NA,POU,12,Fair Oaks,Sacramento County,NA,NA,NA,6703,0.506631509,,,,,,,,,,,,,,,
95629,Pacific Gas & Electric Company,PGE,IOU,12,Fiddletown,Amador County,P,13.5,11,300,0.507451807,,,,,,,,,,,,,,,
95630,Pacific Gas & Electric Company,PGE,IOU,12,Folsom,Sacramento County,S,15,10.2,6712,0.991114067,,,,,,,,,,,,,,,
95631,Pacific Gas & Electric Company,PGE,IOU,16,Foresthill,Placer County,Y,10.5,11.1,6103,0.999277068,,,,,,,,,,,,,,,
95632,Pacific Gas & Electric Company,PGE,IOU,12,Galt,Sacramento County,S,15,10.2,6717,0.677421662,,,,,,,,,,,,,,,
95633,Pacific Gas & Electric Company,PGE,IOU,12,Garden Valley,El Dorado County,P,13.5,11,1700,1,,,,,,,,,,,,,,,
95634,Pacific Gas & Electric Company,PGE,IOU,12,Georgetown,El Dorado County,Y,10.5,11.1,1700,0.998754274,,,,,,,,,,,,,,,
95635,Pacific Gas & Electric Company,PGE,IOU,12,Greenwood,El Dorado County,P,13.5,11,1700,0.997848636,,,,,,,,,,,,,,,
95636,Pacific Gas & Electric Company,PGE,IOU,16,Grizzly Flats,El Dorado County,Y,10.5,11.1,1700,1,,,,,,,,,,,,,,,
95637,Pacific Gas & Electric Company,PGE,IOU,12,Guinda,Yolo County,S,15,10.2,11301,1,,,,,,,,,,,,,,,
95638,Pacific Gas & Electric Company,PGE,IOU,12,Herald,Sacramento County,S,15,10.2,6717,0.998464759,,,,,,,,,,,,,,,
95640,Pacific Gas & Electric Company,PGE,IOU,12,Ione,Amador County,S,15,10.2,300,0.999833024,,,,,,,,,,,,,,,
95641,Pacific Gas & Electric Company,PGE,IOU,12,Isleton,Sacramento County,S,15,10.2,6717,0.997717706,,,,,,,,,,,,,,,
95642,Pacific Gas & Electric Company,PGE,IOU,12,Jackson,Amador County,S,15,10.2,300,1,,,,,,,,,,,,,,,
95645,Pacific Gas & Electric Company,PGE,IOU,11,Knights Landing,Yolo County,S,15,10.2,10100,0.502256046,,,,,,,,,,,,,,,
95648,Pacific Gas & Electric Company,PGE,IOU,11,Lincoln,Placer County,S,15,10.2,6103,0.471389299,,,,,,,,,,,,,,,
95650,Pacific Gas & Electric Company,PGE,IOU,11,Loomis,Placer County,S,15,10.2,6102,0.811864782,,,,,,,,,,,,,,,
