zip_code,utility,acronym,type,climate_zone,city,county,utility_baseline_territory,summer_baseline_allowance,winter_baseline_allowance,puma,percentpuma,,,,,,,,,,,,,,,
92662,Southern California Edison,SCE,IOU,6,Newport Beach,Orange County,6,11.4,11,5925,1,,,,,,,,,,,,,,,
92663,Southern California Edison,SCE,IOU,6,Newport Beach,Orange County,6,11.4,11,5918,0.638444923,,,,,,,,,,,,,,,
92672,San Diego Gas & Electric,SDGE,IOU,6,San Clemente,Orange County,Coastal,11.7,11.96666667,7301,0.766671634,,,,,,,,,,,,,,,
92673,San Diego Gas & Electric,SDGE,IOU,6,San Clemente,Orange County,Coastal,11.7,11.96666667,5928,0.95935274,,,,,,,,,,,,,,,
92675,Southern California Edison,SCE,IOU,6,San Juan Capistrano,Orange County,6,11.4,11,5927,0.910383576,,,,,,,,,,,,,,,
92676,Southern California Edison,SCE,IOU,8,Silverado,Orange County,8,12.8,10.3,5921,0.932061518,,,,,,,,,,,,,,,
92677,Southern California Edison,SCE,IOU,6,Laguna Niguel,Orange County,6,11.4,11,5928,0.937210206,,,,,,,,,,,,,,,
92679,Southern California Edison,SCE,IOU,8,Trabuco Canyon,Orange County,8,12.8,10.3,5927,0.945084775,,,,,,,,,,,,,,,
92683,Southern California Edison,SCE,IOU,6,Westminster,Orange County,6,11.4,11,5912,0.960776975,,,,,,,,,,,,,,,
92688,Southern California Edison,SCE,IOU,8,Rancho Santa Margarita,Orange County,8,12.8,10.3,5927,0.944663384,,,,,,,,,,,,,,,
92691,Southern California Edison,SCE,IOU,8,Mission Viejo,Orange County,8,12.8,10.3,5926,0.975891365,,,,,,,,,,,,,,,
92692,Southern California Edison,SCE,IOU,8,Mission Viejo,Orange County,8,12.8,10.3,5926,0.85048493,,,,,,,,,,,,,,,
92694,San Diego Gas & Electric,SDGE,IOU,8,Ladera Ranch,Orange County,Coastal,11.7,11.96666667,5927,0.99035825,,,,,,,,,,,,,,,
92697,Southern California Edison,SCE,IOU,6,Irvine,Orange County,6,11.4,11,5924,1,,,,,,,,,,,,,,,
92701,Southern California Edison,SCE,IOU,8,Santa Ana,Orange County,8,12.8,10.3,5917,0.994737762,,,,,,,,,,,,,,,
92703,Southern California Edison,SCE,IOU,8,Santa Ana,Orange County,8,12.8,10.3,5916,0.789145016,,,,,,,,,,,,,,,
92704,Southern California Edison,SCE,IOU,8,Santa Ana,Orange County,8,12.8,10.3,5916,0.968257442,,,,,,,,,,,,,,,
92705,Southern California Edison,SCE,IOU,8,Santa Ana,Orange County,8,12.8,10.3,5922,0.386255216,,,,,,,,,,,,,,,
92706,Southern California Edison,SCE,IOU,8,Santa Ana,Orange County,8,12.8,10.3,5916,0.42246584,,,,,,,,,,,,,,,
92707,Southern California Edison,SCE,IOU,8,Santa Ana,Orange County,8,12.8,10.3,5917,0.847040577,,,,,,,,,,,,,,,
92708,Southern California Edison,SCE,IOU,6,Fountain Valley,Orange County,6,11.4,11,5918,0.965443602,,,,,,,,,,,,,,,
92780,Southern California Edison,SCE,IOU,8,Tustin,Orange County,8,12.8,10.3,5922,0.969836353,,,,,,,,,,,,,,,
92782,Southern California Edison,SCE,IOU,8,Tustin,Orange County,8,12.8,10.3,5922,0.963227331,,,,,,,,,,,,,,,
92801,Southern California Edison,SCE,IOU,8,Anaheim,Orange County,8,12.8,10.3,5919,0.446938888,,,,,,,,,,,,,,,
92802,Southern California Edison,SCE,IOU,8,Anaheim,Orange County,8,12.8,10.3,5909,0.894019784,,,,,,,,,,,,,,,
92804,Southern California Edison,SCE,IOU,8,Anaheim,Orange County,8,12.8,10.3,5909,0.878125608,,,,,,,,,,,,,,,
92805,Southern California Edison,SCE,IOU,8,Anaheim,Orange County,8,12.8,10.3,5919,0.976665447,,,,,,,,,,,,,,,
92806,Southern California Edison,SCE,IOU,8,Anaheim,Orange County,8,12.8,10.3,5919,0.889666965,,,,,,,,,,,,,,,
92807,Southern California Edison,SCE,IOU,8,Anaheim,Orange County,8,12.8,10.3,5919,0.820811551,,,,,,,,,,,,,,,
92808,Southern California Edison,SCE,IOU,8,Anaheim,Orange County,8,12.8,10.3,5921,0.920795231,,,,,,,,,,,,,,,
92821,Southern California Edison,SCE,IOU,8,Brea,Orange County,8,12.8,10.3,5906,0.957529403,,,,,,,,,,,,,,,
92823,Southern California Edison,SCE,IOU,8,Brea,Orange County,8,12.8,10.3,5906,0.997855403,,,,,,,,,,,,,,,
92831,Southern California Edison,SCE,IOU,8,Fullerton,Orange County,8,12.8,10.3,5907,0.999874573,,,,,,,,,,,,,,,
92832,Southern California Edison,SCE,IOU,8,Fullerton,Orange County,8,12.8,10.3,5907,0.989251777,,,,,,,,,,,,,,,
92833,Southern California Edison,SCE,IOU,8,Fullerton,Orange County,8,12.8,10.3,5907,0.993431014,,,,,,,,,,,,,,,
92835,Southern California Edison,SCE,IOU,8,Fullerton,Orange County,8,12.8,10.3,5907,0.928004954,,,,,,,,,,,,,,,
92840,Southern California Edison,SCE,IOU,8,Garden Grove,Orange County,8,12.8,10.3,5913,0.980300425,,,,,,,,,,,,,,,
92841,Southern California Edison,SCE,IOU,8,Garden Grove,Orange County,8,12.8,10.3,5913,0.646702979,,,,,,,,,,,,,,,
92843,Southern California Edison,SCE,IOU,8,Garden Grove,Orange County,8,12.8,10.3,5913,0.932534548,,,,,,,,,,,,,,,
92844,Southern California Edison,SCE,IOU,6,Garden Grove,Orange County,6,11.4,11,5913,0.961896756,,,,,,,,,,,,,,,
92845,Southern California Edison,SCE,IOU,8,Garden Grove,Orange County,8,12.8,10.3,5912,0.999339313,,,,,,,,,,,,,,,
92860,Southern California Edison,SCE,IOU,10,Norco,Riverside County,10,19.3,12.1,6522,0.960991529,,,,,,,,,,,,,,,
92861,Southern California Edison,SCE,IOU,8,Villa Park,Orange County,8,12.8,10.3,5920,0.997551676,,,,,,,,,,,,,,,
92865,Southern California Edison,SCE,IOU,8,Orange,Orange County,8,12.8,10.3,5920,0.999344328,,,,,,,,,,,,,,,
92866,Southern California Edison,SCE,IOU,8,Orange,Orange County,8,12.8,10.3,5920,0.99701542,,,,,,,,,,,,,,,
92867,Southern California Edison,SCE,IOU,8,Orange,Orange County,8,12.8,10.3,5920,0.771246548,,,,,,,,,,,,,,,
92868,Southern California Edison,SCE,IOU,8,Orange,Orange County,8,12.8,10.3,5920,0.627270027,,,,,,,,,,,,,,,
92869,Southern California Edison,SCE,IOU,8,Orange,Orange County,8,12.8,10.3,5920,0.517861255,,,,,,,,,,,,,,,
92870,Southern California Edison,SCE,IOU,8,Placentia,Orange County,8,12.8,10.3,5907,0.671533798,,,,,,,,,,,,,,,
92878,Southern California Edison,SCE,IOU,10,Corona,Riverside County,10,19.3,12.1,6522,0.943000646,,,,,,,,,,,,,,,
92879,Southern California Edison,SCE,IOU,10,Corona,Riverside County,10,19.3,12.1,6522,0.673600714,,,,,,,,,,,,,,,
92880,Southern California Edison,SCE,IOU,10,Corona,Riverside County,10,19.3,12.1,6514,0.852318203,,,,,,,,,,,,,,,
92881,Southern California Edison,SCE,IOU,10,Corona,Riverside County,10,19.3,12.1,6521,0.952783874,,,,,,,,,,,,,,,
92882,Southern California Edison,SCE,IOU,10,Corona,Riverside County,10,19.3,12.1,6521,0.693136003,,,,,,,,,,,,,,,
92883,Southern California Edison,SCE,IOU,10,Corona,Riverside County,10,19.3,12.1,6509,0.787720684,,,,,,,,,,,,,,,
92886,Southern California Edison,SCE,IOU,8,Yorba Linda,Orange County,8,12.8,10.3,5906,0.999664105,,,,,,,,,,,,,,,
92887,Southern California Edison,SCE,IOU,8,Yorba Linda,Orange County,8,12.8,10.3,5906,0.928634576,,,,,,,,,,,,,,,
93001,Southern California Edison,SCE,IOU,6,Ventura,Ventura County,6,11.4,11,11107,0.867001024,,,,,,,,,,,,,,,
93003,Southern California Edison,SCE,IOU,6,Ventura,Ventura County,6,11.4,11,11104,0.996366472,,,,,,,,,,,,,,,
93004,Southern California Edison,SCE,IOU,6,Ventura,Ventura County,6,11.4,11,11104,0.996355327,,,,,,,,,,,,,,,
93010,Southern California Edison,SCE,IOU,6,Camarillo,Ventura County,6,11.4,11,11109,0.844084957,,,,,,,,,,,,,,,
93012,Southern California Edison,SCE,IOU,6,Camarillo,Ventura County,6,11.4,11,11109,0.98970514,,,,,,,,,,,,,,,
93013,Southern California Edison,SCE,IOU,6,Carpinteria,Santa Barbara County,6,11.4,11,8303,0.99289754,,,,,,,,,,,,,,,
93015,Southern California Edison,SCE,IOU,9,Fillmore,Ventura County,9,16.9,12,11107,0.999338052,,,,,,,,,,,,,,,
93021,Southern California Edison,SCE,IOU,9,Moorpark,Ventura County,9,16.9,12,11107,0.753460274,,,,,,,,,,,,,,,
93022,Southern California Edison,SCE,IOU,9,Oak View,Ventura County,9,16.9,12,11107,1,,,,,,,,,,,,,,,
93023,Southern California Edison,SCE,IOU,9,Ojai,Ventura County,9,16.9,12,11107,0.999478167,,,,,,,,,,,,,,,
93030,Southern California Edison,SCE,IOU,6,Oxnard,Ventura County,6,11.4,11,11103,0.594443039,,,,,,,,,,,,,,,
93033,Southern California Edison,SCE,IOU,6,Oxnard,Ventura County,6,11.4,11,11109,0.847973231,,,,,,,,,,,,,,,
93035,Southern California Edison,SCE,IOU,6,Oxnard,Ventura County,6,11.4,11,11103,0.892435975,,,,,,,,,,,,,,,
93036,Southern California Edison,SCE,IOU,6,Oxnard,Ventura County,6,11.4,11,11107,0.447409743,,,,,,,,,,,,,,,
93040,Southern California Edison,SCE,IOU,9,Piru,Ventura County,9,16.9,12,11107,0.994952718,,,,,,,,,,,,,,,
93041,Southern California Edison,SCE,IOU,6,Port Hueneme,Ventura County,6,11.4,11,11103,0.651288786,,,,,,,,,,,,,,,
93042,Southern California Edison,SCE,IOU,6,Point Mugu Nawc,Ventura County,6,11.4,11,11109,1,,,,,,,,,,,,,,,
93043,Southern California Edison,SCE,IOU,6,Port Hueneme CBC Base,Ventura County,6,11.4,11,11103,1,,,,,,,,,,,,,,,
93060,Southern California Edison,SCE,IOU,9,Santa Paula,Ventura County,9,16.9,12,11107,0.989956147,,,,,,,,,,,,,,,
93063,Southern California Edison,SCE,IOU,9,Simi Valley,Ventura County,9,16.9,12,11108,0.958171954,,,,,,,,,,,,,,,
93065,Southern California Edison,SCE,IOU,9,Simi Valley,Ventura County,9,16.9,12,11108,0.956688963,,,,,,,,,,,,,,,
93066,Southern California Edison,SCE,IOU,9,Somis,Ventura County,9,16.9,12,11107,0.930556178,,,,,,,,,,,,,,,
93067,Southern California Edison,SCE,IOU,6,Summerland,Santa Barbara County,6,11.4,11,8303,1,,,,,,,,,,,,,,,
93101,Southern California Edison,SCE,IOU,6,Santa Barbara,Santa Barbara County,6,11.4,11,8303,1,,,,,,,,,,,,,,,
93103,Southern California Edison,SCE,IOU,6,Santa Barbara,Santa Barbara County,6,11.4,11,8303,1,,,,,,,,,,,,,,,
93105,Southern California Edison,SCE,IOU,6,Santa Barbara,Santa Barbara County,6,11.4,11,8302,0.863159524,,,,,,,,,,,,,,,
93106,Southern California Edison,SCE,IOU,6,Santa Barbara,Santa Barbara County,6,11.4,11,8303,1,,,,,,,,,,,,,,,
93108,Southern California Edison,SCE,IOU,6,Santa Barbara,Santa Barbara County,6,11.4,11,8303,0.99823066,,,,,,,,,,,,,,,
93109,Southern California Edison,SCE,IOU,6,Santa Barbara,Santa Barbara County,6,11.4,11,8303,1,,,,,,,,,,,,,,,
93110,Southern California Edison,SCE,IOU,6,Santa Barbara,Santa Barbara County,6,11.4,11,8303,1,,,,,,,,,,,,,,,
93111,Southern California Edison,SCE,IOU,6,Santa Barbara,Santa Barbara County,6,11.4,11,8303,1,,,,,,,,,,,,,,,
93117,Southern California Edison,SCE,IOU,6,Goleta,Santa Barbara County,6,11.4,11,8302,0.855446355,,,,,,,,,,,,,,,
93201,Pacific Gas & Electric Company,PGE,IOU,13,Alpaugh,Tulare County,W,19.2,9.8,10703,1,,,,,,,,,,,,,,,
93202,Southern California Edison,SCE,IOU,13,Armona,Kings County,13,22.2,12.2,3100,1,,,,,,,,,,,,,,,
93203,Southern California Edison,SCE,IOU,13,Arvin,Kern County,13,22.2,12.2,2905,0.997628545,,,,,,,,,,,,,,,
93204,Pacific Gas & Electric Company,PGE,IOU,13,Avenal,Kings County,R,17.7,10.4,3100,0.99924551,,,,,,,,,,,,,,,
93205,Southern California Edison,SCE,IOU,16,Bodfish,Kern County,16,14.7,12.4,2905,1,,,,,,,,,,,,,,,
93206,Pacific Gas & Electric Company,PGE,IOU,13,Buttonwillow,Kern County,W,19.2,9.8,2906,1,,,,,,,,,,,,,,,
93207,Southern California Edison,SCE,IOU,13,California Hot Springs,Tulare County,13,22.2,12.2,10703,0.999282505,,,,,,,,,,,,,,,
93208,Southern California Edison,SCE,IOU,16,Camp Nelson,Tulare County,16,14.7,12.4,10703,1,,,,,,,,,,,,,,,
93210,Pacific Gas & Electric Company,PGE,IOU,13,Coalinga,Fresno County,R,17.7,10.4,1901,0.999636586,,,,,,,,,,,,,,,
93212,Southern California Edison,SCE,IOU,13,Corcoran,Kings County,13,22.2,12.2,3100,0.482816238,,,,,,,,,,,,,,,
93215,Southern California Edison,SCE,IOU,13,Delano,Kern County,13,22.2,12.2,2906,0.470618696,,,,,,,,,,,,,,,
93218,Southern California Edison,SCE,IOU,13,Ducor,Tulare County,13,22.2,12.2,10703,1,,,,,,,,,,,,,,,
93219,Southern California Edison,SCE,IOU,13,Earlimart,Tulare County,13,22.2,12.2,10703,0.998756192,,,,,,,,,,,,,,,
93221,Southern California Edison,SCE,IOU,13,Exeter,Tulare County,13,22.2,12.2,10703,1,,,,,,,,,,,,,,,
93222,Southern California Edison,SCE,IOU,16,Pine Mountain Club,Kern County,16,14.7,12.4,2906,0.99982348,,,,,,,,,,,,,,,
93223,Southern California Edison,SCE,IOU,13,Farmersville,Tulare County,13,22.2,12.2,10703,1,,,,,,,,,,,,,,,
93224,Pacific Gas & Electric Company,PGE,IOU,13,Fellows,Kern County,W,19.2,9.8,2906,0.998493988,,,,,,,,,,,,,,,
93225,Southern California Edison,SCE,IOU,16,Frazier Park,Kern County,16,14.7,12.4,2906,0.532473292,,,,,,,,,,,,,,,
93226,Southern California Edison,SCE,IOU,16,Glennville,Kern County,16,14.7,12.4,2905,0.999526111,,,,,,,,,,,,,,,
93230,Southern California Edison,SCE,IOU,13,Hanford,Kings County,13,22.2,12.2,3100,0.999224835,,,,,,,,,,,,,,,
93234,Pacific Gas & Electric Company,PGE,IOU,13,Huron,Fresno County,R,17.7,10.4,1901,0.999676415,,,,,,,,,,,,,,,
93235,Southern California Edison,SCE,IOU,13,Ivanhoe,Tulare County,13,22.2,12.2,10703,0.845981676,,,,,,,,,,,,,,,
93238,Southern California Edison,SCE,IOU,16,Kernville,Kern County,16,14.7,12.4,2905,0.999191874,,,,,,,,,,,,,,,
93239,Pacific Gas & Electric Company,PGE,IOU,13,Kettleman City,Kings County,W,19.2,9.8,3100,0.999800957,,,,,,,,,,,,,,,
93240,Southern California Edison,SCE,IOU,16,Lake Isabella,Kern County,16,14.7,12.4,2905,1,,,,,,,,,,,,,,,
93241,Pacific Gas & Electric Company,PGE,IOU,13,Lamont,Kern County,W,19.2,9.8,2904,1,,,,,,,,,,,,,,,
93242,Pacific Gas & Electric Company,PGE,IOU,13,Laton,Fresno County,R,17.7,10.4,1901,0.88019923,,,,,,,,,,,,,,,
93243,Southern California Edison,SCE,IOU,16,Lebec,Kern County,16,14.7,12.4,3772,0.463621115,,,,,,,,,,,,,,,
93244,Southern California Edison,SCE,IOU,13,Lemon Cove,Tulare County,13,22.2,12.2,10703,1,,,,,,,,,,,,,,,
93245,Southern California Edison,SCE,IOU,13,Lemoore,Kings County,13,22.2,12.2,3100,0.999514556,,,,,,,,,,,,,,,
93246,Pacific Gas & Electric Company,PGE,IOU,13,Lemoore,Kings County,R,17.7,10.4,3100,1,,,,,,,,,,,,,,,
93247,Southern California Edison,SCE,IOU,13,Lindsay,Tulare County,13,22.2,12.2,10703,0.934240651,,,,,,,,,,,,,,,
93249,Pacific Gas & Electric Company,PGE,IOU,13,Lost Hills,Kern County,W,19.2,9.8,2906,0.998592452,,,,,,,,,,,,,,,
93250,Southern California Edison,SCE,IOU,13,Mc Farland,Kern County,13,22.2,12.2,2906,0.720186416,,,,,,,,,,,,,,,
93251,Pacific Gas & Electric Company,PGE,IOU,13,Mc Kittrick,Kern County,W,19.2,9.8,2906,0.999555725,,,,,,,,,,,,,,,
93252,Southern California Edison,SCE,IOU,13,Maricopa,Kern County,13,22.2,12.2,11107,0.602240336,,,,,,,,,,,,,,,
93254,Pacific Gas & Electric Company,PGE,IOU,4,New Cuyama,Santa Barbara County,X,9.8,9.7,8302,0.999024415,,,,,,,,,,,,,,,
93255,Southern California Edison,SCE,IOU,16,Onyx,Kern County,16,14.7,12.4,2905,0.99920859,,,,,,,,,,,,,,,
93256,Southern California Edison,SCE,IOU,13,Pixley,Tulare County,13,22.2,12.2,10703,1,,,,,,,,,,,,,,,
93257,Southern California Edison,SCE,IOU,13,Porterville,Tulare County,13,22.2,12.2,10703,0.658990414,,,,,,,,,,,,,,,
93260,Southern California Edison,SCE,IOU,13,Posey,Tulare County,13,22.2,12.2,10703,0.998574066,,,,,,,,,,,,,,,
93262,Southern California Edison,SCE,IOU,16,Sequoia National Park,Tulare County,16,14.7,12.4,10703,1,,,,,,,,,,,,,,,
93263,Pacific Gas & Electric Company,PGE,IOU,13,Shafter,Kern County,W,19.2,9.8,2906,0.999872551,,,,,,,,,,,,,,,
93265,Southern California Edison,SCE,IOU,16,Springville,Tulare County,16,14.7,12.4,10703,0.998216844,,,,,,,,,,,,,,,
93266,Pacific Gas & Electric Company,PGE,IOU,13,Stratford,Kings County,W,19.2,9.8,3100,0.999976908,,,,,,,,,,,,,,,
93267,Southern California Edison,SCE,IOU,13,Strathmore,Tulare County,13,22.2,12.2,10702,0.814492099,,,,,,,,,,,,,,,
93268,Pacific Gas & Electric Company,PGE,IOU,13,Taft,Kern County,W,19.2,9.8,2906,0.999753135,,,,,,,,,,,,,,,
93270,Southern California Edison,SCE,IOU,13,Terra Bella,Tulare County,13,22.2,12.2,10703,0.997725701,,,,,,,,,,,,,,,
93271,Southern California Edison,SCE,IOU,13,Three Rivers,Tulare County,13,22.2,12.2,10703,1,,,,,,,,,,,,,,,
93272,Southern California Edison,SCE,IOU,13,Tipton,Tulare County,13,22.2,12.2,10703,0.998194902,,,,,,,,,,,,,,,
93274,Southern California Edison,SCE,IOU,13,Tulare,Tulare County,13,22.2,12.2,10702,0.926567503,,,,,,,,,,,,,,,
93276,Pacific Gas & Electric Company,PGE,IOU,13,Tupman,Kern County,W,19.2,9.8,2906,0.999753166,,,,,,,,,,,,,,,
93277,Southern California Edison,SCE,IOU,13,Visalia,Tulare County,13,22.2,12.2,10701,0.754976776,,,,,,,,,,,,,,,
93280,Southern California Edison,SCE,IOU,13,Wasco,Kern County,13,22.2,12.2,2906,1,,,,,,,,,,,,,,,
93283,Southern California Edison,SCE,IOU,16,Weldon,Kern County,16,14.7,12.4,2905,1,,,,,,,,,,,,,,,
93285,Southern California Edison,SCE,IOU,16,Wofford Heights,Kern County,16,14.7,12.4,2905,0.998943896,,,,,,,,,,,,,,,
93286,Southern California Edison,SCE,IOU,13,Woodlake,Tulare County,13,22.2,12.2,10703,0.99994617,,,,,,,,,,,,,,,
93287,Southern California Edison,SCE,IOU,13,Woody,Kern County,13,22.2,12.2,2905,0.999002217,,,,,,,,,,,,,,,
93291,Southern California Edison,SCE,IOU,13,Visalia,Tulare County,13,22.2,12.2,10701,0.953721955,,,,,,,,,,,,,,,
93292,Southern California Edison,SCE,IOU,13,Visalia,Tulare County,13,22.2,12.2,10703,0.777168259,,,,,,,,,,,,,,,
93301,Pacific Gas & Electric Company,PGE,IOU,13,Bakersfield,Kern County,W,19.2,9.8,2903,0.98780468,,,,,,,,,,,,,,,
93304,Pacific Gas & Electric Company,PGE,IOU,13,Bakersfield,Kern County,W,19.2,9.8,2904,0.684053866,,,,,,,,,,,,,,,
93305,Pacific Gas & Electric Company,PGE,IOU,13,Bakersfield,Kern County,W,19.2,9.8,2903,0.965765386,,,,,,,,,,,,,,,
93306,Southern California Edison,SCE,IOU,13,Bakersfield,Kern County,13,22.2,12.2,2903,0.655829989,,,,,,,,,,,,,,,
93307,Pacific Gas & Electric Company,PGE,IOU,13,Bakersfield,Kern County,W,19.2,9.8,2905,0.514022348,,,,,,,,,,,,,,,
93308,Southern California Edison,SCE,IOU,13,Bakersfield,Kern County,13,22.2,12.2,2905,0.805782619,,,,,,,,,,,,,,,
93309,Pacific Gas & Electric Company,PGE,IOU,13,Bakersfield,Kern County,W,19.2,9.8,2908,0.991871124,,,,,,,,,,,,,,,
93311,Pacific Gas & Electric Company,PGE,IOU,13,Bakersfield,Kern County,W,19.2,9.8,2906,0.75603989,,,,,,,,,,,,,,,
93312,Pacific Gas & Electric Company,PGE,IOU,13,Bakersfield,Kern County,W,19.2,9.8,2907,0.99924418,,,,,,,,,,,,,,,
93313,Pacific Gas & Electric Company,PGE,IOU,13,Bakersfield,Kern County,W,19.2,9.8,2906,0.847352398,,,,,,,,,,,,,,,
93314,Pacific Gas & Electric Company,PGE,IOU,13,Bakersfield,Kern County,W,19.2,9.8,2906,0.518267847,,,,,,,,,,,,,,,
93401,Pacific Gas & Electric Company,PGE,IOU,5,San Luis Obispo,San Luis Obispo County,T,6.5,7.5,7902,0.564574711,,,,,,,,,,,,,,,
93402,Pacific Gas & Electric Company,PGE,IOU,5,Los Osos,San Luis Obispo County,T,6.5,7.5,7901,1,,,,,,,,,,,,,,,
93405,Pacific Gas & Electric Company,PGE,IOU,5,San Luis Obispo,San Luis Obispo County,T,6.5,7.5,7901,0.685848222,,,,,,,,,,,,,,,
93407,Pacific Gas & Electric Company,PGE,IOU,5,San Luis Obispo,San Luis Obispo County,T,6.5,7.5,7901,1,,,,,,,,,,,,,,,
93408,Pacific Gas & Electric Company,PGE,IOU,5,San Luis Obispo,San Luis Obispo County,T,6.5,7.5,7901,1,,,,,,,,,,,,,,,
93410,Pacific Gas & Electric Company,PGE,IOU,5,San Luis Obispo,San Luis Obispo County,T,6.5,7.5,7901,1,,,,,,,,,,,,,,,
93420,Pacific Gas & Electric Company,PGE,IOU,5,Arroyo Grande,San Luis Obispo County,T,6.5,7.5,7902,0.852732022,,,,,,,,,,,,,,,
93421,Pacific Gas & Electric Company,PGE,IOU,5,Arroyo Grande,San Luis Obispo County,T,6.5,7.5,7901,1,,,,,,,,,,,,,,,
93422,Pacific Gas & Electric Company,PGE,IOU,4,Atascadero,San Luis Obispo County,X,9.8,9.7,7902,0.845433364,,,,,,,,,,,,,,,
93424,Pacific Gas & Electric Company,PGE,IOU,5,Avila Beach,San Luis Obispo County,T,6.5,7.5,7901,1,,,,,,,,,,,,,,,
93426,Pacific Gas & Electric Company,PGE,IOU,4,Bradley,Monterey County,X,9.8,9.7,5303,0.856762769,,,,,,,,,,,,,,,
93427,Pacific Gas & Electric Company,PGE,IOU,5,Buellton,Santa Barbara County,X,9.8,9.7,8302,1,,,,,,,,,,,,,,,
93428,Pacific Gas & Electric Company,PGE,IOU,5,Cambria,San Luis Obispo County,T,6.5,7.5,7901,0.99079958,,,,,,,,,,,,,,,
93429,Pacific Gas & Electric Company,PGE,IOU,5,Casmalia,Santa Barbara County,T,6.5,7.5,8302,1,,,,,,,,,,,,,,,
93430,Pacific Gas & Electric Company,PGE,IOU,5,Cayucos,San Luis Obispo County,T,6.5,7.5,7901,0.998983563,,,,,,,,,,,,,,,
93432,Pacific Gas & Electric Company,PGE,IOU,4,Creston,San Luis Obispo County,X,9.8,9.7,7902,1,,,,,,,,,,,,,,,
93433,Pacific Gas & Electric Company,PGE,IOU,5,Grover Beach,San Luis Obispo County,T,6.5,7.5,7901,1,,,,,,,,,,,,,,,
93434,Pacific Gas & Electric Company,PGE,IOU,5,Guadalupe,Santa Barbara County,T,6.5,7.5,8302,0.997336628,,,,,,,,,,,,,,,
93435,Pacific Gas & Electric Company,PGE,IOU,5,Harmony,San Luis Obispo County,T,6.5,7.5,7901,1,,,,,,,,,,,,,,,
93436,Southern California Edison,SCE,IOU,5,Lompoc,Santa Barbara County,5,17,18.4,8302,1,,,,,,,,,,,,,,,
93437,Pacific Gas & Electric Company,PGE,IOU,5,Lompoc,Santa Barbara County,T,6.5,7.5,8302,1,,,,,,,,,,,,,,,
93440,Pacific Gas & Electric Company,PGE,IOU,5,Los Alamos,Santa Barbara County,X,9.8,9.7,8302,1,,,,,,,,,,,,,,,
93441,Pacific Gas & Electric Company,PGE,IOU,5,Los Olivos,Santa Barbara County,X,9.8,9.7,8302,1,,,,,,,,,,,,,,,
93442,Pacific Gas & Electric Company,PGE,IOU,5,Morro Bay,San Luis Obispo County,T,6.5,7.5,7901,0.999622503,,,,,,,,,,,,,,,
93444,Pacific Gas & Electric Company,PGE,IOU,5,Nipomo,San Luis Obispo County,T,6.5,7.5,7901,0.571790554,,,,,,,,,,,,,,,
93445,Pacific Gas & Electric Company,PGE,IOU,5,Oceano,San Luis Obispo County,T,6.5,7.5,7901,1,,,,,,,,,,,,,,,
93446,Pacific Gas & Electric Company,PGE,IOU,4,Paso Robles,San Luis Obispo County,X,9.8,9.7,7902,0.999057292,,,,,,,,,,,,,,,
